"","quants",""
"898",0.897,0.527334446736879
"899",0.898,0.528259989146847
"900",0.899,0.529136927828114
"901",0.9,0.5299929858092
"902",0.901,0.530796031570472
"903",0.902,0.531718646016021
"904",0.903,0.532488721471561
"905",0.904,0.533451346677821
"906",0.905,0.534310974215579
"907",0.906,0.535223657798341
"908",0.907,0.536151905303931
"909",0.908,0.537085023076294
"910",0.909,0.538046407466764
"911",0.91,0.538815012799412
"912",0.911,0.539641493430245
"913",0.912,0.540552152415964
"914",0.913,0.541451242932543
"915",0.914,0.542370042545493
"916",0.915,0.543300612392158
"917",0.916,0.544307663854202
"918",0.917,0.545272531187611
"919",0.918,0.546139449486128
"920",0.919,0.547035936510672
"921",0.92,0.548063023011085
"922",0.921,0.549045782382913
"923",0.922,0.549875103348699
"924",0.923,0.550942416568934
"925",0.924,0.552013473763222
"926",0.925,0.552847719910621
"927",0.926,0.553709533928293
"928",0.927,0.554708800724319
"929",0.928,0.555704265251505
"930",0.929,0.556637888279198
"931",0.93,0.557526309375892
"932",0.931,0.558391325217736
"933",0.932,0.559432074403193
"934",0.933,0.560485998801562
"935",0.934,0.561486140827134
"936",0.935,0.562387725359973
"937",0.936,0.563299637941671
"938",0.937,0.564346518562138
"939",0.938,0.565236163291091
"940",0.939,0.566204610064
"941",0.94,0.567055753512694
"942",0.941,0.568041738828454
"943",0.942,0.569055833377631
"944",0.943,0.570156599099404
"945",0.944,0.571185098749316
"946",0.945,0.572245286731065
"947",0.946,0.573289352503416
"948",0.947,0.574208652363373
"949",0.948,0.57530814778563
"950",0.949,0.576338612840671
"951",0.95,0.577427020315999
"952",0.951,0.578532375431575
"953",0.952,0.57951614205413
"954",0.953,0.580712097748883
"955",0.954,0.581765190192957
"956",0.955,0.582953775684557
"957",0.956,0.584100987497801
"958",0.957,0.585125654288323
"959",0.958,0.586254504094586
"960",0.959,0.587342158627072
"961",0.96,0.588658459111276
"962",0.961,0.589898212558661
"963",0.962,0.591124616599799
"964",0.963,0.592194520524467
"965",0.964,0.593440363414671
"966",0.965,0.594623354072786
"967",0.966,0.595899379054308
"968",0.967,0.597082399565544
"969",0.968,0.598467202096449
"970",0.969,0.599600841220185
"971",0.97,0.600934502060735
"972",0.971,0.602207509270647
"973",0.972,0.60361606774806
"974",0.973,0.605011303773665
"975",0.974,0.606381292291382
"976",0.975,0.607687803231243
"977",0.976,0.609078773083926
"978",0.977,0.610788586670081
"979",0.978,0.612317453690172
"980",0.979,0.613882095343755
"981",0.98,0.615597542307585
"982",0.981,0.616997005339867
"983",0.982,0.618503786443115
"984",0.983,0.620189062097031
"985",0.984,0.621791670628351
"986",0.985,0.623717716909602
"987",0.986,0.625659226222581
"988",0.987,0.627693292096669
"989",0.988,0.629761767506187
"990",0.989,0.631802702354134
"991",0.99,0.634063967284728
"992",0.991,0.636547202191206
"993",0.992,0.638961996639098
"994",0.993,0.641981525330807
"995",0.994,0.645117480421954
"996",0.995,0.648620244585269
"997",0.996,0.652192851285292
"998",0.997,0.656191480546667
"999",0.998,0.661494253953153
"1000",0.999,0.669405036628977
"1001",1,0.711760538561145
